,First,Last,Nickname,Ht.,Wt.,Reach,Stance,W,L,D,Belt
3072,Liliya,Shakirova,,5.4,125.0,65.0,Orthodox,8,2,0,
3073,Kamal,Shalorus,Prince of Persia,5.8,155.0,68.0,Orthodox,9,5,2,
3074,Ken,Shamrock,The World's Most Dangerous Man,6.1,205.0,72.0,Orthodox,28,17,2,
3075,Frank,Shamrock,,5.1,185.0,,Orthodox,23,10,2,
3076,Shang,Zhifa,Northeast Flying Tiger,5.7,125.0,63.0,Orthodox,32,8,0,
3077,Sean,Sharaf,The Smoke,6.3,252.0,77.0,Orthodox,4,1,0,
3078,Priya,Sharma,The Catwoman,5.1,115.0,59.0,Orthodox,5,2,0,
3079,Eric,Shelton,Showtime,5.6,125.0,68.0,Orthodox,12,6,0,
3080,Sean,Sherk,The Muscle Shark,5.6,155.0,67.0,Orthodox,36,4,1,
3081,Chase,Sherman,The Vanilla Gorilla,6.4,250.0,78.0,Orthodox,16,12,0,
3082,Valentina,Shevchenko,Bullet,5.5,125.0,66.0,Southpaw,25,4,1,
3083,Antonina,Shevchenko,La Pantera,5.8,125.0,67.0,Southpaw,10,4,0,
3084,Shi,Ming,,5.2,115.0,60.0,Orthodox,17,6,0,
3085,Katsuyori,Shibata,,6.0,168.0,,Orthodox,4,11,1,
3086,Jake,Shields,,6.0,170.0,72.0,Orthodox,31,9,1,
3087,Henrique,Shiguemoto,,5.11,185.0,72.0,Orthodox,13,4,1,
3088,Shunichi,Shimizu,,5.5,135.0,,Orthodox,30,18,11,
3089,Wade,Shipp,The Nightmare,6.3,245.0,,Orthodox,11,5,0,
3090,Raja,Shippen,,5.6,145.0,,,18,11,1,
3091,Yuya,Shirai,,5.8,168.0,,Orthodox,26,14,2,
3092,Wes,Shivers,,6.8,,,,7,1,0,
3093,Alexander,Shlemenko,Storm,5.11,185.0,,,56,9,0,
3094,Josh,Shockley,,6.1,155.0,,Orthodox,11,4,0,
3095,Josh,Shockman,The War Hammer,6.4,235.0,,Southpaw,6,3,0,
3096,Akira,Shoji,,5.8,195.0,,Orthodox,14,17,5,
3097,Liudvik,Sholinian,Palmeyros,5.1,135.0,71.0,Orthodox,9,4,1,
3098,Jack,Shore,Tank,5.8,145.0,71.0,Orthodox,17,3,0,
3099,Landon,Showalter,The Show,6.0,185.0,,,11,19,1,
3100,Ivan,Shtyrkov,Ural Hulk,6.0,205.0,74.0,Orthodox,15,0,1,
3101,Brandon,Shuey,Big Dawg,5.7,155.0,,Orthodox,7,6,0,
3102,Ronal,Siahaan,Naga Sakti,5.7,125.0,71.0,Southpaw,7,1,0,
3103,Kiril,Sidelnikov,,5.11,230.0,,,11,4,0,
3104,Serhiy,Sidey,,5.11,135.0,72.0,Switch,12,2,0,
3105,Steven,Siler,Super,5.11,145.0,70.0,Orthodox,29,16,0,
3106,Siala,Siliga,Mighty Mo,6.1,290.0,,Orthodox,12,5,0,
3107,Xavier,Siller,Young Guns,5.5,125.0,,,5,5,0,
3108,Assuerio,Silva,,5.1,241.0,,Orthodox,16,8,0,
3109,Anderson,Silva,The Spider,6.2,185.0,77.0,Southpaw,34,11,0,
3110,Wanderlei,Silva,The Axe Murderer,5.11,205.0,74.0,Orthodox,35,13,1,
3111,Thiago,Silva,,6.2,205.0,74.0,Orthodox,19,6,0,
3112,Paulo Cesar,Silva,Giant,7.5,385.0,,Orthodox,2,6,0,
3113,Jean,Silva,White Bear,5.6,160.0,,Orthodox,19,12,3,
3114,Edson,Silva,Paredao,,205.0,,Orthodox,14,12,0,
3115,Sidney,Silva,,6.3,170.0,,Southpaw,8,4,0,
3116,Jay,Silva,,6.2,185.0,,Southpaw,10,11,1,
3117,Antonio,Silva,Bigfoot,6.4,264.0,82.0,Orthodox,19,12,1,
3118,Fabio,Silva,,5.11,205.0,,Orthodox,1,8,0,
3119,Erick,Silva,,6.0,170.0,74.0,Orthodox,19,9,0,
3120,Leandro,Silva,Buscape,5.9,155.0,72.0,Orthodox,20,6,1,
3121,Claudio,Silva,Hannibal,5.11,170.0,71.0,Southpaw,14,4,0,
3122,Wagner,Silva,Wagnao,6.0,170.0,,Orthodox,6,3,0,
3123,Rafael,Silva,Morcego,5.7,135.0,,,28,6,0,
3124,Joaquim,Silva,Netto BJJ,5.8,155.0,69.0,Southpaw,13,6,0,
3125,Felipe,Silva,,6.0,155.0,77.0,Orthodox,8,2,0,
3126,Dayana,Silva,,5.7,135.0,,Orthodox,7,4,0,
3127,Osamu,Tachihikari,,6.5,300.0,,Orthodox,0,4,0,
3128,Amber,Tackett,,,115.0,,,1,3,0,
3129,Eugenio,Tadeu,,5.8,160.0,,Orthodox,2,3,0,
3130,Albert,Tadevosyan,Albeezy,,170.0,,,13,3,1,
3131,Justin,Tafa,Bad Man,6.0,264.0,74.0,Southpaw,7,5,0,
3132,Junior,Tafa,The Juggernaut,6.3,205.0,75.0,Orthodox,6,4,0,
3133,Khalid,Taha,The Warrior,5.5,135.0,69.0,Orthodox,13,5,0,
3134,Joe,Taimanglo,The Juggernaut,5.4,135.0,,,23,7,1,
3135,Tatsuro,Taira,,5.7,125.0,70.0,Orthodox,17,1,0,
3136,Mairbek,Taisumov,Beckan,5.9,155.0,73.0,Orthodox,27,6,0,
3137,Taiyilake,Nueraji,Super Saiyan,6.2,170.0,75.0,Southpaw,12,1,0,
3138,Nobuhiko,Takada,,6.0,220.0,,Southpaw,2,6,2,
3139,Yoshiki,Takahashi,Kazuo,5.11,199.0,,Southpaw,30,27,3,
3140,Yoko,Takahashi,,5.8,150.0,,,15,12,2,
3141,Daiju,Takase,,6.0,170.0,,Southpaw,12,15,2,
3142,Hiroyuki,Takaya,Streetfight Bancho,5.6,139.0,,Orthodox,21,14,2,
3143,Yoshihiro,Takayama,,6.5,280.0,,Orthodox,1,4,0,
3144,Makoto,Takimoto,,5.7,205.0,,Southpaw,6,5,0,
3145,Oleg,Taktarov,The Russian Bear,6.0,210.0,,Orthodox,17,5,2,
3146,Payton,Talbott,,5.1,135.0,70.0,Switch,10,1,0,
3147,Nordine,Taleb,,6.1,170.0,74.0,Orthodox,15,7,0,
3148,Murtaza,Talha,,6.0,205.0,74.0,Orthodox,7,2,0,
3149,Tsuyoshi,Tamakairiki,,6.0,220.0,,Orthodox,0,3,0,
3150,Eli,Tamez,Tomahawk,5.7,135.0,,,10,0,0,
3151,Kiyoshi,Tamura,,5.11,185.0,,Southpaw,32,13,3,
3152,Akitoshi,Tamura,The Ironman,5.9,135.0,70.0,Orthodox,21,18,2,
3153,Issei,Tamura,,5.5,135.0,63.0,Orthodox,10,8,0,
3154,Jason,Tan,,5.1,170.0,,Orthodox,5,3,0,
3155,Akihito,Tanaka,Kinniku Mantaro,,,,Southpaw,2,2,0,
3156,Michinori,Tanaka,,5.5,135.0,67.0,Orthodox,11,3,0,
3157,Evan,Tanner,,6.0,185.0,74.0,Orthodox,32,8,0,
3158,Kasey,Tanner,,5.7,135.0,69.0,Orthodox,6,1,0,
3159,Otari,Tanzilovi,,5.1,135.0,70.0,Orthodox,9,1,0,
3160,Manny,Tapia,The Mangler,5.5,135.0,67.0,Orthodox,12,14,1,
3161,Gary,Tapusoa,,5.7,185.0,,,8,3,0,
3162,Miesha,Tate,Cupcake,5.6,135.0,65.0,Orthodox,20,10,0,
3163,Aaron,Tau,Tauzemup,5.4,125.0,66.0,Switch,11,1,0,
3164,Deividas,Taurosevicius,,5.9,145.0,68.0,Southpaw,17,5,0,
3165,Thiago,Tavares,,5.7,145.0,70.0,Orthodox,21,7,1,
3166,Jeremy,Tavares,,,135.0,,,1,6,0,
3167,Brad,Tavares,,6.1,185.0,74.0,Orthodox,21,11,0,
3168,Ramon,Taveras,The Savage,5.8,145.0,70.0,Southpaw,10,3,0,
3169,Paul,Taylor,Relentless,6.0,155.0,72.0,Orthodox,11,6,1,
3170,Jesse,Taylor,JT Money,6.0,170.0,73.0,Orthodox,31,15,0,
3171,Torrance,Taylor,,5.7,155.0,,,13,8,1,
3172,Louis,Taylor,Handgunz,5.11,185.0,,Orthodox,13,4,0,
3173,Anthony,Taylor,Pretty Boy,5.7,145.0,,,1,3,0,
3174,Danielle,Taylor,Dynamite,5.0,115.0,60.0,Orthodox,9,4,0,
3175,J.T,Taylor,The Outlaw,5.1,,,,7,7,0,
3176,Cam,Teague,Chaos,5.1,145.0,69.0,Orthodox,7,1,0,
3177,Shawn,Teed,,6.5,265.0,,Orthodox,5,2,0,
3178,Glover,Teixeira,,6.2,205.0,76.0,Orthodox,33,9,0,
3179,John,Teixeira,Macapa,5.7,145.0,,Orthodox,21,2,2,
3180,Ewerton,Teixeira,,6.1,242.0,,,3,1,0,
3181,Tallison,Teixeira,Xicao,6.7,258.0,83.0,Orthodox,8,1,0,
3182,Tra,Telligman,Trauma,6.2,233.0,,Orthodox,7,5,1,
3183,Ramazan,Temirov,Temurlan,5.4,125.0,63.0,Orthodox,19,3,0,
3184,Taneisha,Tennant,Triple Threat,5.7,145.0,70.0,Orthodox,5,1,0,
3185,Herman,Terrado,,,170.0,,,15,3,1,
3186,Dave,Terrel,The Bionic,5.8,170.0,,Southpaw,7,7,0,
3187,David,Terrell,The Soul Assassin,6.1,185.0,,Southpaw,6,2,0,
3188,James,Terry,Intensity,5.1,170.0,,Orthodox,19,9,0,
3189,Jeff,Terry,,6.2,205.0,,,2,3,0,
3190,David,Teymur,,5.9,155.0,73.0,Southpaw,8,2,0,
3191,Daniel,Teymur,Kid Dynamite,5.5,145.0,69.0,Orthodox,7,4,0,
3192,Motonobu,Tezuka,,5.7,135.0,,Southpaw,28,12,7,
3193,Jason,Thacker,,5.1,185.0,,Orthodox,0,1,0,
3194,Alexia,Thainara,Burguesinha,5.4,115.0,67.0,Orthodox,12,1,0,
3195,Brandon,Thatch,Rukus,6.2,170.0,74.0,Switch,11,5,0,
3196,Elias,Theodorou,The Spartan,6.1,185.0,75.0,Orthodox,16,3,0,
3197,Nik,Theotikos,,,185.0,,Orthodox,6,2,0,
3198,Paulo,Thiago,,5.11,170.0,74.0,Orthodox,18,9,0,
3199,Colby,Thicknesse,Slickness,5.7,135.0,69.0,Orthodox,7,1,0,
3200,Ryan,Thomas,The Tank Engine,6.0,170.0,,Orthodox,20,8,0,
3201,Noah,Thomas,,5.9,135.0,,Orthodox,14,7,0,
3202,Joel,Thomas,The NIce Guy,5.1,170.0,,,5,2,0,
3203,Treston,Thomison,,5.8,145.0,,,10,6,0,
3204,Nick,Thompson,The Goat,6.1,170.0,74.0,Orthodox,38,14,1,
3205,James,Thompson,The Colossus,6.5,265.0,,Orthodox,20,16,0,
3206,Oli,Thompson,,6.1,242.0,75.0,Orthodox,17,10,0,
3207,Stephen,Thompson,Wonderboy,6.0,170.0,75.0,Orthodox,17,9,1,
3208,Josh,Thomson,The Punk,5.1,155.0,71.0,Orthodox,22,9,0,
3209,Simeon,Thoresen,The Grin,6.1,170.0,79.0,Orthodox,17,6,1,
3210,Josh,Thornburg,,6.0,170.0,,,8,8,0,
3211,Ti,Haitao,,,135.0,,,16,6,0,
3212,Gleison,Tibau,,5.1,155.0,71.0,Southpaw,33,14,0,
3213,Chris,Tickle,BadBoy,5.9,155.0,,,9,9,0,
3214,Nolan,Ticman,,5.6,125.0,,Orthodox,4,3,0,
3215,Darren,Till,The Gorilla,6.0,185.0,74.0,Southpaw,18,5,1,
3216,Brett,Tillis,,,145.0,,,0,0,0,
3217,Rio,Tirto,,5.4,125.0,66.0,Switch,8,1,0,
3218,Denis,Tiuliulin,,6.1,185.0,77.0,Orthodox,10,10,0,
3219,Ryan,Tobar,,,155.0,,,3,3,0,
3220,Rafael,Tobias,Bipolar,,205.0,,,13,1,0,
3221,Andrew,Todhunter,The Sniper,6.0,185.0,,Switch,8,0,0,
3222,Dusko,Todorovic,Thunder,6.1,185.0,74.0,Orthodox,12,6,0,
3223,Tuco,Tokkos,,6.4,205.0,76.0,Orthodox,11,5,0,
3224,Anatoly,Tokov,,5.1,185.0,,,25,2,0,
3225,Kazuki,Tokudome,,5.11,155.0,73.0,Southpaw,18,7,1,
3226,Puja,Tomar,Cyclone,5.4,115.0,59.0,Southpaw,9,5,0,
3227,Tyler,Toner,,5.8,145.0,70.0,Orthodox,15,7,0,
3228,James,Toney,Lights Out,5.9,220.0,,Orthodox,0,1,0,
3229,Masanori,Tonooka,,5.8,185.0,,Orthodox,1,2,0,
3230,Carl,Toomey,,,,,,3,3,0,
3231,Ilia,Topuria,El Matador,5.7,155.0,69.0,Orthodox,17,0,0,
3232,Aleksandre,Topuria,El Conquistador,5.7,135.0,68.0,Orthodox,6,1,0,
3233,Anthony,Torres,The Crush,5.8,170.0,,Orthodox,5,3,0,
3234,Miguel,Torres,,5.9,135.0,76.0,Orthodox,44,9,0,
3235,Ronys,Torres,,5.7,155.0,,Orthodox,35,5,0,
3236,Haven,Torres,,,125.0,,,0,0,0,
3237,Alex,Torres,Rolo,5.1,145.0,,Orthodox,5,4,0,
3238,Abram,Torres,,5.1,170.0,,,4,3,0,
3239,Jose,Torres,Shorty,5.4,125.0,65.0,Orthodox,8,1,0,
3240,Desmond,Torres,,5.6,135.0,69.0,Orthodox,7,2,0,
3241,Manuel,Torres,El Loco,5.1,155.0,73.0,Switch,16,3,0,
3242,Eduardo,Torres Caut,Cyborg,5.7,135.0,70.0,Orthodox,16,2,0,
3243,Salim,Touahri,Grizzly,5.1,170.0,72.0,Orthodox,10,4,0,
3244,Dequan,Townsend,The Tarantula,6.3,205.0,79.0,Orthodox,21,12,0,
3245,Minoru,Toyonaga,,5.11,195.0,,Southpaw,2,5,0,
3246,Slim,Trabelsi,,6.3,235.0,,,5,0,0,
3247,Roberto,Traven,Spider,6.3,227.0,,Orthodox,6,4,1,
3248,Alexander,Trevino,,,170.0,,,7,7,0,
3249,Francisco,Trevino,Sitkayan,5.9,155.0,70.0,Orthodox,13,3,0,
3250,Angelo,Trevino,Baby Monsta,5.11,170.0,,Switch,7,3,0,
3251,Frank,Trigg,Twinkle Toes,5.9,170.0,71.0,Southpaw,21,9,0,
3252,Francisco,Trinaldo,Massaranduba,5.9,170.0,70.0,Southpaw,28,9,0,
3253,Damien,Trites,The Omen,5.11,165.0,,,7,6,0,
3254,Michael,Trizano,The Lone Wolf,5.11,145.0,71.0,Orthodox,11,3,0,
3255,Antonio,Trocoli,Malvado,6.6,185.0,79.0,Orthodox,12,5,0,
3256,Tor,Troeng,The Hammer,6.2,185.0,,Orthodox,16,7,1,
3257,Aaron,Trujillo,,5.5,125.0,,,0,1,0,
3258,Reynaldo,Trujillo,The Truth,5.9,155.0,,,21,19,0,
3259,Abel,Trujillo,Killa,5.8,155.0,70.0,Orthodox,15,8,0,
3260,Arman,Tsarukyan,Ahalkalakets,5.7,155.0,72.0,Orthodox,22,3,0,
3261,Rei,Tsuruya,,5.6,125.0,68.0,Orthodox,10,1,0,
3262,Chris,Tuchscherer,The Crowbar,6.2,258.0,76.0,Orthodox,21,4,0,
3263,Jon,Tuck,Super Saiyan,5.11,155.0,73.0,Orthodox,10,5,0,
3264,Gavin,Tucker,Guv'nor,5.6,145.0,66.0,Southpaw,13,3,0,
3265,Jumabieke,Tuerxun,The Wild Wolf,5.7,135.0,,Orthodox,19,4,1,
3266,Tom,Tuggle,The Law,6.2,250.0,,Orthodox,0,3,0,
3267,Blair,Tugman,,6.0,135.0,,,10,6,0,
3268,Tai,Tuivasa,Bam Bam,6.2,264.0,75.0,Southpaw,15,8,0,
3269,Zubaira,Tukhugov,Warrior,5.8,155.0,68.0,Orthodox,20,6,1,
3270,Teila,Tuli,,6.0,430.0,,Orthodox,0,1,0,
3271,Marco,Tulio,Matuto,6.0,185.0,74.0,Orthodox,14,1,0,
3272,Raphael,Uchegbu,,,135.0,,,10,1,0,
3273,Takeru,Uchida,,5.5,125.0,68.0,Southpaw,6,1,0,
3274,Alberto,Uda,,6.3,185.0,,Orthodox,12,2,0,
3275,Ryuki,Ueyama,,5.11,180.0,,Southpaw,12,18,5,
3276,Christian,Uflacker,,5.11,170.0,,,5,0,0,
3277,Andy,Uhrich,,6.0,170.0,,,11,6,0,
3278,Tagir,Ulanbekov,,5.7,125.0,70.0,Southpaw,17,2,0,
3279,Carlos,Ulberg,Black Jag,6.4,205.0,77.0,Orthodox,13,1,0,
3280,Gasan,Umalatov,Cobra,5.11,170.0,71.0,Orthodox,17,4,2,
3281,Jeremy,Umphries,,,160.0,,,5,2,0,
3282,Zach,Underwood,,6.2,185.0,,,13,7,0,
3283,Caol,Uno,Uno Shoten,5.7,155.0,70.0,Southpaw,33,19,5,
3284,Kengo,Ura,Uraken,5.9,165.0,,,14,12,2,
3285,Logan,Urban,Hulk,6.0,170.0,72.0,Orthodox,5,1,0,
3286,Hector,Urbina,El Toro,5.11,170.0,73.0,Orthodox,17,10,1,
3287,Elias,Urbina,,6.3,185.0,77.0,Southpaw,3,1,0,
3288,Gilbert,Urbina,The RGV Bad Boy,6.3,170.0,75.0,Orthodox,7,5,0,
3289,Guilherme,Uriel,Urso,6.1,265.0,74.0,Orthodox,6,2,0,
3290,Nick,Urso,,5.6,125.0,66.0,Southpaw,10,3,0,
3291,Yasuhiro,Urushitani,,5.5,125.0,,Southpaw,21,8,6,
3292,Sho Patrick,Usami,Savage,5.9,155.0,70.0,Orthodox,4,1,0,
3293,Kamaru,Usman,The Nigerian Nightmare,6.0,170.0,76.0,Switch,21,4,0,
3294,Mohammed,Usman,The Motor,6.2,239.0,79.0,Orthodox,12,4,0,
3295,Darren,Uyenoyama,BC,5.6,125.0,65.0,Orthodox,10,6,0,
3296,Richie,Vaculik,Vas,5.6,125.0,69.0,Orthodox,10,4,0,
3297,Rashid,Vagabov,,,125.0,,,13,2,0,
3298,Artem,Vakhitov,,6.1,205.0,75.0,Orthodox,3,1,0,
3299,Egidijus,Valavicius,,6.0,200.0,,Orthodox,29,12,0,
3300,Genaro,Valdez,Rayadito,5.9,155.0,72.0,Orthodox,10,3,0,
3301,Charlie,Valencia,,5.3,135.0,64.0,Orthodox,12,7,0,
3302,Robert,Valentin,Robzilla,6.2,185.0,77.0,Orthodox,11,6,0,
3303,Victor,Valenzuela,Joe Boxer,5.1,155.0,,,13,6,2,
3304,Ivan,Valenzuela,Bam Bam,6.2,185.0,77.0,Orthodox,8,2,0,
3305,Timur,Valiev,Lucky,5.6,135.0,67.0,Orthodox,18,3,0,
3306,Victor,Valimaki,The Matrix,6.0,205.0,,Orthodox,18,10,0,
3307,Andrew,Valladerez,,,135.0,,,5,7,0,
3308,Kevin,Vallejos,El Chino,5.7,145.0,68.0,Switch,16,1,0,
3309,Isaac,Vallie-Flagg,,5.8,155.0,70.0,Orthodox,16,7,1,
3310,Joshua,Van,The Fearless,5.5,125.0,65.0,Orthodox,15,2,0,
3311,Mike,van Arsdale,,6.2,205.0,,Switch,8,5,0,
3312,Matt,Van Buren,Gutter,6.5,205.0,,,7,6,0,
3313,Ron,van Clief,The Black Dragon,5.1,190.0,,Orthodox,0,1,0,
3314,Lloyd,Van Dams,,6.1,240.0,,Southpaw,0,1,0,
3315,Alain,Van der Merckt,Top Boy,,185.0,,,8,0,0,
3316,Cameron,VanCamp,Jumpman,6.2,155.0,74.0,Switch,15,7,1,
3317,Chad,Vance,,6.0,185.0,,Orthodox,7,5,0,
3318,Jared,Vanderaa,,6.4,265.0,80.0,Orthodox,12,10,0,
3319,Austin,Vanderford,,5.11,170.0,74.0,Orthodox,13,2,0,
3320,Lando,Vannata,Groovy,5.9,155.0,71.0,Orthodox,12,7,2,
3321,Paige,VanZant,12 Gauge,5.4,115.0,65.0,Orthodox,8,5,0,
3322,Paul,Varelans,The Polar Bear,6.8,300.0,,Orthodox,9,9,0,
3323,Kazula,Vargas,,5.8,155.0,71.0,Southpaw,12,5,0,
3324,Jamie,Varner,,5.8,155.0,71.0,Orthodox,21,11,1,
3325,Guilherme,Vasconcelos,Bomba,6.0,185.0,,Orthodox,9,4,0,
3326,Linton,Vassell,The Swarm,6.4,205.0,,,18,5,0,
3327,Billy,Vaughan,,5.6,155.0,,,12,17,0,
3328,Yuri,Vaulin,,6.4,197.0,,Southpaw,0,1,0,
3329,Javier,Vazquez,Showtime,5.7,145.0,69.0,Southpaw,16,5,0,
3330,Manny,Vazquez,,5.1,125.0,72.0,Orthodox,11,2,0,
3331,Matt,Veach,,5.11,155.0,,Orthodox,17,5,0,
3332,Joe,Vedepo,The Doctor,6.0,185.0,,Orthodox,18,9,0,
3333,Kelly,Velasco,Killer,5.9,135.0,,Orthodox,2,1,0,
3334,Greg,Velasco,The Viking King,6.2,265.0,70.0,Southpaw,6,1,0,
3335,Cain,Velasquez,,6.1,240.0,77.0,Orthodox,14,3,0,
3336,David,Velasquez,Little,5.5,145.0,,Orthodox,10,10,0,
3337,Bojan,Velickovic,Serbian Steel,6.0,170.0,76.0,Southpaw,15,6,1,
3338,Karlos,Vemola,,6.0,185.0,75.0,Orthodox,17,5,0,
3339,Luigi,Vendramini,The Italian Stallion,5.8,155.0,73.0,Orthodox,9,3,0,
3340,Jerrel,Venetiaan,,6.1,195.0,,Orthodox,4,3,0,
3341,Scott,Ventimiglia,Meant to Kill Ya,5.11,185.0,,,14,6,1,
3342,Brandon,Vera,The Truth,6.3,230.0,78.0,Orthodox,15,7,0,
3343,Kerry,Vera,,5.7,135.0,,Orthodox,2,0,0,
3344,Marlon,Vera,Chito,5.8,135.0,70.0,Switch,23,10,1,
3345,Isis,Verbeek,Fight Queen,5.4,115.0,64.0,Orthodox,5,2,0,
3346,Ernie,Verdicia,,5.11,199.0,,Orthodox,0,1,0,
3347,Joe,Veres,,5.7,155.0,,Orthodox,4,3,0,
3348,Nikolay,Veretennikov,,6.1,170.0,74.0,Orthodox,13,6,0,
3349,CJ,Vergara,,5.6,125.0,68.0,Orthodox,12,7,1,
3350,Renato,Verissimo,Charuto,6.1,170.0,,Orthodox,7,5,0,
3351,Bryan,Vetell,,6.3,265.0,,Southpaw,4,3,0,
3352,Marvin,Vettori,The Italian Dream,6.0,185.0,74.0,Southpaw,19,9,1,
3353,Hugo,Viana,Wolverine,5.6,135.0,67.0,Orthodox,8,4,0,
3354,Guilherme,Viana,,6.4,205.0,,,7,3,0,
3355,Polyana,Viana,Dama de Ferro,5.5,115.0,67.0,Orthodox,13,8,0,
3356,Vitor,Vianna,,,205.0,,Orthodox,12,3,1,
3357,James,Vick,The Texecutioner,6.3,155.0,76.0,Orthodox,13,5,0,
3358,Tamires,Vidal,Tractor,5.6,135.0,68.0,Orthodox,7,4,0,
3359,Milton,Vieira,Miltinho,6.0,145.0,,Orthodox,13,8,2,
3360,Reginaldo,Vieira,,5.7,135.0,65.0,Orthodox,13,5,0,
3361,Ketlen,Vieira,Fenomeno,5.8,135.0,68.0,Orthodox,15,4,0,
3362,Rodolfo,Vieira,,6.0,185.0,73.0,Orthodox,11,3,0,
3363,Steve,Vigneault,Lionheart,5.1,185.0,,Orthodox,12,6,0,
3364,Alejandro,Villalobos,,5.7,145.0,,,17,5,0,
3365,DeMarco,Villalona,,5.9,185.0,,,1,3,0,
3366,Gian,Villante,,6.3,230.0,76.0,Orthodox,17,14,0,
3367,Ike,Villanueva,Hurricane,6.1,205.0,73.0,Orthodox,18,14,0,
3368,Ruben,Villareal,Warpath,6.4,265.0,,Orthodox,22,28,3,
3369,James,Wade,,5.1,205.0,,,4,11,0,
3370,Chris,Wade,,5.1,155.0,70.0,Orthodox,12,3,0,
3371,Neil,Wain,Old School,5.1,242.0,,Orthodox,13,4,0,
3372,TJ,Waldburger,,5.11,170.0,75.0,Orthodox,16,9,0,
3373,Chase,Waldon,,6.1,185.0,75.0,Orthodox,11,2,0,
3374,Andre,Walker,,5.11,205.0,,Southpaw,1,5,0,
3375,Herschel,Walker,,6.1,215.0,,Orthodox,2,0,0,
3376,Donny,Walker,Eagle Eye,5.9,135.0,,,15,10,0,
3377,Johnny,Walker,,6.6,205.0,82.0,Orthodox,22,9,0,
3378,Brogan,Walker,The Bear,5.4,125.0,67.0,Switch,8,4,0,
3379,Valter,Walker,The Clean Monster,6.6,265.0,78.0,Orthodox,14,1,0,
3380,Julius,Walker,Juice Box,6.4,205.0,78.0,Orthodox,7,1,0,
3381,Ben,Wall,Manimal,5.1,155.0,,Orthodox,8,7,1,
3382,Crafton,Wallace,Blaze,6.0,185.0,,Orthodox,18,6,1,
3383,Rodney,Wallace,Shonuff the Master,5.9,205.0,72.0,Switch,26,15,1,
3384,Jeremy,Wallace,,5.9,,,,4,6,0,
3385,Randall,Wallace,Braveheart,5.11,185.0,73.0,Orthodox,15,6,0,
3386,James,Wallace,Jesse,5.1,155.0,69.0,Orthodox,5,2,0,
3387,Jim,Wallhead,Judo,5.1,170.0,,Orthodox,29,11,0,
3388,Cory,Walmsley,Hardcore,6.0,205.0,,Orthodox,8,2,0,
3389,Richard,Walsh,Filthy Rich,6.0,170.0,73.0,Orthodox,9,5,0,
3390,Patrick,Walsh,The Beast of the East,5.11,185.0,,,10,3,0,
3391,Erick,Wanderlei,,6.1,205.0,,Orthodox,3,3,0,
3392,Dimitiri,Wanderley,,,205.0,,Orthodox,5,2,0,
3393,Andy,Wang,,5.6,155.0,,Orthodox,7,8,1,
3394,Sai,Wang,The Fire Kylin,6.0,170.0,,Southpaw,20,6,1,
3395,Anying,Wang,,6.0,170.0,,Orthodox,2,1,0,
3396,Wang,Cong,The Joker,5.6,125.0,66.0,Southpaw,8,1,0,
3397,Joshua,Wang-Kim,Twin Dragon,5.9,135.0,71.0,Switch,5,2,0,
3398,Curt,Warburton,,6.0,155.0,73.0,Orthodox,13,6,0,
3399,Brennan,Ward,The Irish Bad Boy,5.1,170.0,71.0,,14,5,0,
3400,Charlie,Ward,,5.11,170.0,,Orthodox,3,3,0,
3401,Terrion,Ware,Flash,5.8,135.0,71.0,Orthodox,17,9,0,
3402,Joe,Warren,,5.6,135.0,,Orthodox,15,6,0,
3403,Brian,Warren,Mr. Unbreakable,6.0,185.0,,Orthodox,18,17,1,
3404,Merritt,Warren,,5.1,155.0,,Southpaw,3,3,0,
3405,Idris,Wasi,,6.0,186.0,,,2,14,0,
3406,Kengo,Watanabe,,6.4,220.0,,Orthodox,8,13,3,
3407,Kazuhisa,Watanabe,,5.6,139.0,,,0,1,0,
3408,Ron,Waterman,H20,6.2,280.0,,Orthodox,16,6,2,
3409,Andy,Waters,,6.0,170.0,,,1,2,0,
3410,Dominic,Waters,Sho Nuff,6.1,170.0,79.0,Orthodox,9,5,0,
3411,Trey,Waters,The Truth,6.5,170.0,77.0,Orthodox,9,1,0,
3412,Michelle,Waterson-Gomez,The Karate Hottie,5.3,115.0,62.0,Orthodox,18,13,0,
3413,Sam,Watford,,,155.0,,,2,2,0,
3414,Blake,Watkins,,,185.0,,,5,1,0,
3415,Kyle,Watson,,6.0,155.0,,Southpaw,13,8,1,
3416,Maka,Watson,,,155.0,,,4,2,0,
3417,Walel,Watson,The Gazelle,5.11,135.0,75.0,Orthodox,14,10,0,
3418,Enrique,Watson,,,185.0,,,3,1,0,
3419,Brok,Weaver,Chata Tuska,6.0,155.0,73.0,Southpaw,15,6,0,
3420,Jonavin,Webb,The Spyder,5.1,170.0,,Orthodox,9,2,0,
3421,Stephanie,Webber,,5.6,135.0,,,2,2,0,
3422,Royston,Wee,,5.7,135.0,67.0,Orthodox,4,1,0,
3423,Darian,Weeks,,5.11,170.0,72.0,Orthodox,5,3,0,
3424,Joshua,Weems,Wide Open,5.8,135.0,69.0,Orthodox,11,3,0,
3425,Daniel,Weichel,The Weasel,5.1,145.0,70.0,,39,9,0,
3426,Chris,Weidman,The All-American,6.2,185.0,78.0,Orthodox,16,8,0,
3427,Mark,Weir,The Wizard,6.2,185.0,,Southpaw,21,18,1,
